name_of_dish,ingredients,preparation_time,cooking_time,course,cuisine_state,method,url,flavour_type
Shahi Tukda,"white bread, milk, sugar, cream, saffron, cardamom, rose water, almonds, pistachios, ghee",15 minutes,25 minutes,Dessert,Mughlai,"Fry bread slices in ghee until golden and crispy. | Prepare rabri by reducing milk with sugar and cardamom. | Make sugar syrup and dip fried bread briefly. | Arrange bread on a serving plate. | Pour warm rabri generously over bread. | Garnish with silver foil, pistachio and saffron. | Chill or serve warm.",https://www.vegrecipesofindia.com/wp-content/uploads/shahi-tukda-recipe.jpg,Sweet
Nihari (Veg),"mixed vegetables, onion, ginger-garlic paste, nihari masala, wheat flour, ghee, lemon, coriander, salt",20 minutes,45 minutes,Main Course,Mughlai,Soak mixed vegetables and prepare nihari spice blend. | Heat oil and add whole spices. | Add onion paste and cook until dark golden. | Add the nihari masala and cook well. | Add vegetables and mix. | Add water and simmer on very low heat for a long time. | Finish with ginger juliennes and serve with kulcha.,https://www.vegrecipesofindia.com/wp-content/uploads/veg-nihari-recipe.jpg,Savoury
Imarti,"urad dal, rice flour, saffron, food colour, sugar syrup, cardamom, ghee",4 hours (soaking),30 minutes,Dessert,Uttar Pradesh,Soak urad dal and grind to a very smooth thick batter. | Add colour if desired and rest for 30 minutes. | Heat oil or ghee in a wide pan. | Pour batter through a cloth with a small hole in a spiral flower pattern. | Fry until crispy and golden. | Dip in warm sugar syrup for a few minutes. | Serve warm.,https://www.vegrecipesofindia.com/wp-content/uploads/imarti-recipe.jpg,Sweet
Gujiya (Baked),"maida, khoya, dry fruits, coconut, sugar, cardamom, ghee",30 minutes,25 minutes,Dessert,Uttar Pradesh,"Make pastry dough with maida and ghee and rest. | Prepare khoya filling with sugar, dry fruits and cardamom. | Fill and shape gujiya as usual pleating edges. | Brush with milk or egg wash. | Bake in preheated oven at 180C for 20-25 minutes. | Turn once halfway for even browning. | Cool before serving.",https://www.vegrecipesofindia.com/wp-content/uploads/baked-gujiya-recipe.jpg,Sweet
Thandai Kulfi,"milk, thandai powder, sugar, saffron, cardamom, almonds, pistachios, rose water",15 minutes,30 minutes,Dessert,North Indian,Prepare thandai by blending soaked nuts and spices with milk. | Strain the thandai mix. | Boil full fat milk and reduce. | Add thandai mixture and sugar. | Add cardamom and saffron. | Pour into kulfi moulds and freeze overnight. | Unmould by dipping in warm water and serve.,https://www.vegrecipesofindia.com/wp-content/uploads/thandai-kulfi-recipe.jpg,Sweet
Paan Ladoo,"betel leaf, coconut, condensed milk, cardamom, gulkand, fennel seeds, sugar",15 minutes,10 minutes,Dessert,North Indian,"Blend betel leaves to a paste. | Mix with desiccated coconut, condensed milk and cardamom. | Add gulkand and mix well. | Cook briefly until mixture thickens. | Cool slightly and shape into round balls. | Roll in desiccated coconut. | Refrigerate until firm before serving.",https://www.vegrecipesofindia.com/wp-content/uploads/paan-ladoo-recipe.jpg,Sweet
Tamatar Ki Chutney (UP),"tomato, garlic, green chilli, mustard seeds, cumin, curry leaves, oil, salt",5 minutes,15 minutes,Condiment,Uttar Pradesh,"Temper mustard, cumin and curry leaves in oil. | Add garlic and green chilli. | Add chopped tomatoes and cook until mushy. | Mash lightly. | Season and serve with rice or roti.",https://www.vegrecipesofindia.com/wp-content/uploads/tamatar-chutney-recipe.jpg,Savoury
Kohlrabi Sabzi,"kohlrabi (ganth gobi), onion, tomato, ginger, cumin, coriander, turmeric, oil, salt",10 minutes,20 minutes,Main Course,Kashmir,Peel kohlrabi and cut into cubes. | Heat oil and add cumin seeds. | Add onion and cook until golden. | Add ginger-garlic paste and tomato. | Cook spices well until oil separates. | Add kohlrabi cubes and mix. | Add water and simmer until kohlrabi is tender.,https://www.vegrecipesofindia.com/wp-content/uploads/kohlrabi-sabzi-recipe.jpg,Savoury
Kashmiri Muji Chetin,"radish, walnuts, yogurt, green chilli, ginger, coriander, salt",10 minutes,0 minutes,Condiment,Kashmir,"Grate radish and squeeze excess water. | Mix with walnut pieces. | Add yogurt, ginger and green chilli. | Toss with coriander. | Season and serve as chutney.",https://www.vegrecipesofindia.com/wp-content/uploads/muji-chetin-recipe.jpg,Savoury
Lyodur Tschaman,"paneer, turmeric, fennel powder, dry ginger, yogurt, ghee, milk, salt",10 minutes,20 minutes,Main Course,Kashmir,Cut paneer into thick rectangles. | Prepare a yogurt-based gravy with fennel powder and dry ginger. | Heat mustard oil and add whole spices. | Add the yogurt-spice mixture and cook gently. | Add turmeric and Kashmiri chilli powder. | Add paneer pieces and simmer carefully. | Do not boil vigorously to prevent yogurt from splitting.,https://www.vegrecipesofindia.com/wp-content/uploads/lyodur-tschaman-recipe.jpg,Savoury
Chokha,"roasted brinjal, roasted tomato, roasted potato, mustard oil, green chilli, garlic, onion, coriander, salt",10 minutes,20 minutes,Main Course,Bihar,"Roast brinjal, tomato and potato directly on flame. | Peel and mash together. | Add raw mustard oil, garlic and green chilli. | Mix with chopped onion and coriander. | Season and serve with litti.",https://www.vegrecipesofindia.com/wp-content/uploads/chokha-recipe.jpg,Savoury
Anarsa,"rice flour, jaggery, poppy seeds, ghee",3 days (soaking),20 minutes,Dessert,Bihar,Soak rice overnight and drain. | Grind rice to a fine paste and mix with jaggery. | Add poppy seeds and cardamom powder. | Knead into a soft dough and rest for 3 days. | Shape into flat discs pressing in sesame seeds. | Deep fry on low heat until golden. | Cool and store.,https://www.vegrecipesofindia.com/wp-content/uploads/anarsa-recipe.jpg,Sweet
Pittha,"rice flour, chana dal, jaggery, cardamom, coconut",20 minutes,20 minutes,Dessert,Jharkhand,"Cook chana dal with jaggery, coconut and cardamom. | Prepare rice flour dough. | Stuff with filling and shape into dumplings. | Steam until cooked through. | Serve warm as traditional pitha.",https://www.vegrecipesofindia.com/wp-content/uploads/pittha-recipe.jpg,Sweet
Handia,"fermented rice, herbs, water",7 days (fermentation),0 minutes,Beverage,Jharkhand,Soak rice for a few days to begin fermentation. | Mix with herbal ingredients and a fermentation starter. | Transfer to a sealed pot and allow to ferment for 5-7 days. | Strain the fermented liquid. | The resulting drink is mildly alcoholic. | Serve at room temperature. | A traditional tribal beverage of Jharkhand.,https://www.vegrecipesofindia.com/wp-content/uploads/handia-recipe.jpg,Savoury
Rugra Curry,"rugra mushrooms, onion, tomato, ginger, garlic, turmeric, cumin, coriander, oil, salt",15 minutes,25 minutes,Main Course,Jharkhand,"Clean and halve rugra mushrooms. | Saut̩ onion, ginger and garlic. | Add tomatoes and spices. | Add mushrooms and cook. | Add water and simmer until gravy thickens. | Serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/rugra-curry-recipe.jpg,Savoury
Pakhala Bhata,"cooked rice, water, yogurt, cucumber, lemon, cumin, salt, coriander",8 hours (fermentation),0 minutes,Main Course,Odisha,"Soak cooked rice in water overnight to ferment. | Add yogurt, lemon and salt. | Serve with grated cucumber and coriander. | Traditional cooling summer meal.",https://www.vegrecipesofindia.com/wp-content/uploads/pakhala-bhata-recipe.jpg,Savoury
Enduri Pitha,"rice, urad dal, fresh coconut, jaggery, cardamom, turmeric leaves",8 hours (soaking),20 minutes,Dessert,Odisha,Soak rice and urad dal separately and grind. | Prepare coconut and jaggery filling with cardamom. | Wash turmeric leaves and pat dry. | Place batter on turmeric leaves and add filling. | Fold leaf over and steam for 20 minutes. | The turmeric imparts color and aroma. | Serve warm.,https://www.vegrecipesofindia.com/wp-content/uploads/enduri-pitha-recipe.jpg,Sweet
Mudhi Mansa (Veg),"puffed rice, potato curry, onion, mustard oil, green chilli, turmeric, coriander, salt",15 minutes,20 minutes,Snack,Odisha,Prepare a spicy vegetable curry with potato and mixed vegetables. | Puff rice by roasting or use readymade muri. | Combine hot curry with puffed rice just before eating. | The rice softens in the curry. | Add chopped onion and green chilli. | Season with mustard oil and salt. | Serve as a quick snack.,https://www.vegrecipesofindia.com/wp-content/uploads/mudhi-mansa-veg-recipe.jpg,Savoury
Aloo Dum (Bihari),"baby potato, onion, tomato, yogurt, garam masala, cumin, bay leaf, oil, salt",15 minutes,30 minutes,Main Course,Bihar,Prick baby potatoes and deep fry until golden. | Heat mustard oil and add whole spices and bay leaf. | Add onion paste and cook until dark golden. | Add ginger-garlic paste and tomato puree and cook well. | Add yogurt and spices and stir until oil separates. | Add fried potatoes and mix to coat with masala. | Add water and simmer covered until potatoes are fully cooked.,https://www.vegrecipesofindia.com/wp-content/uploads/bihari-aloo-dum-recipe.jpg,Savoury
Malpua (Bihar),"maida, banana, fennel seeds, cardamom, milk, sugar syrup, ghee",10 minutes,20 minutes,Dessert,Bihar,"Mash banana and mix with maida, fennel and milk. | Make thick batter. | Pour rounds in ghee and fry until golden. | Drain and dip in sugar syrup. | Serve warm with rabdi.",https://www.vegrecipesofindia.com/wp-content/uploads/bihari-malpua-recipe.jpg,Sweet
Chingri Malai (Veg),"raw banana flowers, coconut milk, onion, ginger, green chilli, mustard oil, turmeric, salt",20 minutes,25 minutes,Main Course,West Bengal,"Clean banana flowers and saut̩. | Add ginger, green chilli and turmeric. | Pour coconut milk and simmer. | Season and finish with mustard oil. | Serve with steamed rice.",https://www.vegrecipesofindia.com/wp-content/uploads/veg-malai-curry-recipe.jpg,Savoury
Aloo Seddho,"potato, mustard oil, green chilli, onion, salt",5 minutes,15 minutes,Main Course,West Bengal,"Boil potatoes in salted water until tender. | Drain and peel. | Mash with mustard oil, green chilli and raw onion. | Season with salt. | Serve warm with rice and dal.",https://www.vegrecipesofindia.com/wp-content/uploads/aloo-seddho-recipe.jpg,Savoury
Kumro Chokka,"red pumpkin, mustard seeds, dry red chilli, panch phoron, turmeric, sugar, oil, salt",10 minutes,20 minutes,Main Course,West Bengal,"Peel red pumpkin and cut into cubes. | Heat mustard oil and add panch phoron. | Add dry red chilli and bay leaf. | Add pumpkin cubes and mix. | Add turmeric, salt and a little sugar. | Cook covered until pumpkin is soft. | Serve dry with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/kumro-chokka-recipe.jpg,Savoury
Narkel Naru,"fresh coconut, jaggery, cardamom, ghee",10 minutes,20 minutes,Dessert,West Bengal,Grate fresh coconut finely. | Cook coconut with jaggery on low flame until thick. | Add cardamom powder and mix. | Remove from heat when mixture leaves the pan. | Cool slightly until manageable. | Grease palms with ghee and roll into round balls. | Cool completely before serving.,https://www.vegrecipesofindia.com/wp-content/uploads/narkel-naru-recipe.jpg,Sweet
Aam Shotto,"ripe mango pulp, sugar, cardamom",10 minutes,20 minutes,Dessert,West Bengal,Peel ripe mangoes and puree the flesh. | Spread thin layers of mango puree on flat trays. | Sun dry for several days turning once. | The layers will dry and thicken. | Stack dried layers when completely dry. | Cut into pieces and store. | Serve as a sweet snack.,https://www.vegrecipesofindia.com/wp-content/uploads/aam-shotto-recipe.jpg,Sweet
Kosha Mangsho (Veg),"jackfruit, onion, ginger-garlic paste, yogurt, bay leaf, garam masala, mustard oil, sugar, salt",20 minutes,45 minutes,Main Course,West Bengal,Cut raw jackfruit into pieces and lightly fry. | Heat mustard oil and add whole spices. | Add onion paste and cook until dark brown. | Add ginger-garlic paste and tomato. | Cook until oil separates and masala is dry. | Add jackfruit and cook on high flame tossing well. | Add water gradually and cook until jackfruit is very tender.,https://www.vegrecipesofindia.com/wp-content/uploads/veg-kosha-mangsho-recipe.jpg,Savoury
Chingri Bhorta (Veg),"raw papaya, mustard paste, green chilli, mustard oil, garlic, turmeric, salt",10 minutes,15 minutes,Condiment,West Bengal,"Boil raw papaya until soft and mash. | Dry roast mustard seeds and crush. | Mix mashed papaya with mustard, green chilli and garlic. | Add mustard oil and salt and mix well. | Adjust spice level. | Serve at room temperature with rice. | A simple vegetarian version of the traditional bhorta.",https://www.vegrecipesofindia.com/wp-content/uploads/raw-papaya-bhorta-recipe.jpg,Savoury
Avakaya,"raw mango, mustard seeds, red chilli powder, fenugreek, turmeric, garlic, sesame oil, salt",30 minutes,0 minutes,Condiment,Andhra Pradesh,"Wash raw mangoes and dry completely without any moisture. | Cut into pieces keeping skin on. | Mix with mustard powder, red chilli powder, salt and turmeric. | Add fenugreek seeds and mix well. | Add sesame oil and mix. | Store in a glass jar without water. | Ready after 2-3 days of resting.",https://www.vegrecipesofindia.com/wp-content/uploads/avakaya-recipe.jpg,Savoury
Chegodilu,"rice flour, sesame seeds, red chilli, cumin, butter, oil, salt",20 minutes,20 minutes,Snack,Andhra Pradesh,"Boil water with salt and butter. | Add rice flour and mix. | Knead dough with sesame, chilli and cumin. | Shape into rings. | Deep fry until golden and crisp. | Cool and store.",https://www.vegrecipesofindia.com/wp-content/uploads/chegodilu-recipe.jpg,Savoury
Ariselu,"rice flour, jaggery, sesame seeds, cardamom, ghee",2 hours (resting),20 minutes,Dessert,Andhra Pradesh,Soak rice and grind to a smooth paste. | Mix with jaggery and cardamom. | Add sesame seeds and mix. | Heat oil in a deep pan on low flame. | Pour thick rounds of batter into oil. | Fry slowly until deep golden brown. | Drain and cool completely.,https://www.vegrecipesofindia.com/wp-content/uploads/ariselu-recipe.jpg,Sweet
Sunni Undalu,"roasted chana, coconut, jaggery, cardamom, ghee, sesame",15 minutes,10 minutes,Dessert,Andhra Pradesh,Dry roast chana dal until golden. | Cool and grind to a fine flour. | Mix with jaggery powder and cardamom. | Add ghee and mix until it binds together. | Shape into round ladoos pressing firmly. | If mixture is too dry add a little more ghee. | Store in an airtight container.,https://www.vegrecipesofindia.com/wp-content/uploads/sunni-undalu-recipe.jpg,Sweet
Karivepaku Chutney,"curry leaves, tamarind, red chilli, urad dal, chana dal, garlic, oil, salt",5 minutes,10 minutes,Condiment,Andhra Pradesh,"Dry roast dals and curry leaves. | Blend with tamarind, red chilli and garlic. | Temper with oil and mustard. | Serve with idli, dosa or rice.",https://www.vegrecipesofindia.com/wp-content/uploads/karivepaku-chutney-recipe.jpg,Savoury
